CHEMBL445813	BindsTo_Target	FLT1
CHEMBL386051	BindsTo_Target	TRKA
CHEMBL939	BindsTo_Target	MERTK
CHEMBL338448	BindsTo_Target	PAK6
CHEMBL1173655	BindsTo_Target	PIK3CA(Q546K)
CHEMBL1173655	BindsTo_Target	RSK3(KinDom.2-C-terminal)
CHEMBL574738	BindsTo_Target	CAMKK2
CHEMBL573339	BindsTo_Target	GRK4
CHEMBL494089	BindsTo_Target	CAMKK1
CHEMBL1173655	BindsTo_Target	SRC
CHEMBL129198	BindsTo_Target	IKK-beta
CHEMBL521851	BindsTo_Target	JAK1(JH2domain-pseudokinase)
CHEMBL477772	BindsTo_Target	AURKB
CHEMBL1421	BindsTo_Target	MTOR
CHEMBL521851	BindsTo_Target	MAP4K3
CHEMBL1795071	BindsTo_Target	NEK5
CHEMBL288441	BindsTo_Target	RAF1
CHEMBL494089	BindsTo_Target	EPHB2
CHEMBL377300	BindsTo_Target	GAK
CHEMBL553	BindsTo_Target	ERK2
CHEMBL1521934	BindsTo_Target	RIOK3
CHEMBL601719	BindsTo_Target	MUSK
CHEMBL471496	BindsTo_Target	ACVR2B
CHEMBL572881	BindsTo_Target	NEK7
CHEMBL101253	BindsTo_Target	AKT3
CHEMBL259084	BindsTo_Target	PLK1
CHEMBL1336	BindsTo_Target	TLK2
CHEMBL24828	BindsTo_Target	TAOK1
CHEMBL124660	BindsTo_Target	PIP5K2C
CHEMBL338448	BindsTo_Target	HIPK3
CHEMBL601719	BindsTo_Target	ACVR2A
CHEMBL553	BindsTo_Target	CSNK1E
CHEMBL491473	BindsTo_Target	LATS2
CHEMBL1421	BindsTo_Target	FLT3(R834Q)
CHEMBL608154	BindsTo_Target	ICK
CHEMBL5303414	BindsTo_Target	FLT3(R834Q)
CHEMBL1908391	BindsTo_Target	TAOK1
CHEMBL119385	BindsTo_Target	TLK2
CHEMBL1521934	BindsTo_Target	CSNK1G2
CHEMBL1614701	BindsTo_Target	MST2
CHEMBL230011	BindsTo_Target	TAOK2
